tytul,cena,cena_za_metr,powierzchnia_dom,powierzchnia_dzialka,pietra,rynek,ilosc_sypialni,rok_budowy,typ,warunki,okna
Na Sprzedaż Dom Pod Firmę / Klinikę / Działalność,1050000.0,3281.25,320.0,1300.0,1 piętro,wtórny,5, 2014 , bliźniak, do wykończenia, plastikowe
"Dom, 290,90 m², Poznań",2900000.0,9969.06,290.9,0.0,1 piętro,wtórny,5, 2016 , bliźniak, do wykończenia, plastikowe
"Dom, 170 m², Poznań",890000.0,5235.29,170.0,533.0,1 piętro,wtórny,5, 1970 , bliźniak, do wykończenia, plastikowe
3 sypialnie poddasze garaz prz grunwaldzie,419900.0,3359.2,125.0,140.0,1 piętro,pierwotny,4, 2017 , szeregowiec, do wykończenia, plastikowe
Dom wolnostojący,1200000.0,4000.0,300.0,1338.0,1 piętro,wtórny,5, 2006 , wolnostojący, do zamieszkania, plastikowe
Promocja dom pod Poznaniem z garażem gotowy,425900.0,3407.2,125.0,140.0,1 piętro,wtórny,4, 2014 , szeregowiec, do wykończenia, plastikowe
Nowe 4-pok 2-poziomowe + OGRÓD MdM !!!,330000.0,4400.0,75.0,100.0,1 piętro,pierwotny,4, 2016 , szeregowiec, do wykończenia, plastikowe
"Super funkcjonalny dom z OGRODEM, Wszędzie BLISKO",415000.0,5690.39,72.93,243.88,1 piętro,pierwotny,4, 2016 , szeregowiec, do wykończenia, plastikowe
"Willa miejska Poznań, ul. Radłowa OKAZJA",710000.0,3736.84,190.0,500.0,1 piętro,pierwotny,5, 2018 , wolnostojący, do wykończenia, plastikowe
Dom z ogrodem w cenie mieszkania 10 min od centrum,315000.0,3150.0,100.0,300.0,1 piętro,pierwotny,4, 2018 , bliźniak, do wykończenia, plastikowe
"Dom wolnostojący na Starym Grunwaldzie,Promienista",1050000.0,2946.95,356.3,801.0,2 piętra,wtórny,10, 1960 , wolnostojący, do remontu, plastikowe
"Dom Poznań Junikowo, ul. Przepiórcza",699000.0,4755.1,147.0,573.0,1 piętro,wtórny,4, 2018 , bliźniak, do wykończenia, plastikowe
"Sprzedam dom bliźniaczy , 150m², Poznań",599000.0,3993.33,150.0,488.0,1 piętro,pierwotny,4, 2017 , bliźniak, do zamieszkania, plastikowe
Przestronny bliźniak 150m2 z ogrodem i garażem,599000.0,3993.33,150.0,488.0,n/a,pierwotny,4, 2017 , bliźniak, do zamieszkania, plastikowe
"Dom, 280 m², Poznań",1200000.0,4285.71,280.0,420.0,2 piętra,wtórny,5, 2017 , bliźniak, do zamieszkania, plastikowe
"Dom, 180 m², Poznań",630000.0,3500.0,180.0,630.0,2 piętra,wtórny,4, 1979 , bliźniak, do zamieszkania, plastikowe
Kiekrz - działka 295m2 tylko 300m do jeziora......,155000.0,1409.09,110.0,295.0,1 piętro,wtórny,4, 1967 , wolnostojący, do remontu, plastikowe
"Luksusowa, piękna parterówka blisko CENTRUM",1250000.0,4699.25,266.0,844.0,parterowy,wtórny,7, 2010 , wolnostojący, do zamieszkania, drewniane
"Budynek biurowo- magazynowy na sprzedaż, Grunwald!",1750000.0,3914.99,447.0,1062.0,1 piętro,wtórny,9, 2011 , wolnostojący, do zamieszkania, drewniane
"Dom, 218 m², Poznań",1115000.0,5114.68,218.0,600.0,1 piętro,wtórny,6, 2011 , bliźniak, do zamieszkania, drewniane
Ekskluzywny dom na Naramowicach,2100000.0,6599.83,318.19,1003.0,n/a,wtórny,5, 2010 , wolnostojący, do zamieszkania, plastikowe
"Kamienica 880m2, Grunwald, Grodziska/Townhouse",2999000.0,3407.95,880.0,781.0,2 piętra,wtórny,10, 2010 , wolnostojący, do zamieszkania, plastikowe
Przestronny dom Spławie,959000.0,3462.09,277.0,1350.0,2 piętra,wtórny,7, 2000 , wolnostojący, do zamieszkania, plastikowe
Poznań Umultowo/Naramowice dwa domy na sprzedaż.,990000.0,2475.0,400.0,800.0,2 piętra,wtórny,10, 1970 , wolnostojący, do zamieszkania, brak
"Centrum kamienica biurowa, atrakcyjna lokalizacja",10500000.0,7138.49,1470.9,0.0,3 piętra i więcej,wtórny,10, 1970 , kamienica, do zamieszkania, drewniane
"Dom, 809 m², Poznań",4990000.0,6168.11,809.0,0.0,1 piętro,wtórny,8, 2011 , kamienica, do zamieszkania, drewniane
"Kiekrz, luksusowa rezydencja z bajkowym ogrodem",1990000.0,3316.67,600.0,3140.0,1 piętro,wtórny,10, 2000 , wolnostojący, do zamieszkania, drewniane
Ekskluzywna rezydencja dla konesera,3990000.0,4156.25,960.0,6300.0,1 piętro,wtórny,10, 2005 , wolnostojący, do zamieszkania, drewniane
"Sołacz,dom,działka 2841m2, budynki produkcyjne",6800000.0,11333.33,600.0,2841.0,2 piętra,wtórny,6, 1958 , wolnostojący, do zamieszkania, drewniane
Dom na działce Rod Armii Poznań/Koszalińska!,36000.0,1028.57,35.0,300.0,2 piętra,wtórny,2, 1980 , wolnostojący, do zamieszkania, drewniane
Kup i zarabiaj jednocześnie! TO MOŻLIWE!,1349000.0,4379.87,308.0,1358.0,1 piętro,wtórny,4, 1980 , wolnostojący, do zamieszkania, plastikowe
Dystyngowana rezydencja niedaleko Poznania,1900000.0,2714.29,700.0,33104.0,1 piętro,wtórny,10, 1890 , dworek/pałac, do zamieszkania, drewniane
Nowa Cena!!!!!,1590000.0,4416.67,360.0,795.0,3 piętra i więcej,wtórny,10, 1949 , dworek/pałac, do zamieszkania, plastikowe
"Dom, 184,80 m², Poznań",799000.0,4323.59,184.8,0.0,1 piętro,wtórny,1, 1976 , dworek/pałac, do zamieszkania, plastikowe
Komfortowy dom 1/2 bliźniaka ul. Skarbka Poznań,1090000.0,6055.56,180.0,300.0,1 piętro,wtórny,6, 1970 , bliźniak, do zamieszkania, plastikowe
"Dom, 116,86 m², Poznań",799000.0,6837.24,116.86,0.0,1 piętro,wtórny,5, 1973 , bliźniak, do zamieszkania, plastikowe
Smochowice doskonała lokalizacja na firmę!,650000.0,3155.34,206.0,272.0,n/a,wtórny,5, 1993 , bliźniak, do zamieszkania, plastikowe
"Dom, 206 m², Poznań",650000.0,3155.34,206.0,272.0,n/a,wtórny,5, 1993 , bliźniak, do zamieszkania, plastikowe
"Willa miejska Poznań, ul. Radłowa OKAZJA",710000.0,3736.84,190.0,500.0,1 piętro,pierwotny,5, 2018 , wolnostojący, do wykończenia, plastikowe
"Super funkcjonalny dom z OGRODEM, Wszędzie BLISKO",415000.0,5690.39,72.93,243.88,1 piętro,pierwotny,4, 2016 , szeregowiec, do wykończenia, plastikowe
Dom z ogrodem w cenie mieszkania 10 min od centrum,315000.0,3150.0,100.0,300.0,1 piętro,pierwotny,4, 2018 , bliźniak, do wykończenia, plastikowe
Śliczny dom w granicy Poznania - Wszędzie BLISKO !,362000.0,5027.78,72.0,150.0,1 piętro,pierwotny,4, 2018 , szeregowiec, do wykończenia, plastikowe
Dom Poznań Szczepankowo Spławie ul. Popularna 6,629000.0,4474.96,140.56,450.0,1 piętro,pierwotny,4, 2017 , bliźniak, do wykończenia, plastikowe
Nowoczesny Dom z garażem w Poznaniu,609000.0,4477.94,136.0,350.0,1 piętro,pierwotny,4, 2018 , bliźniak, do wykończenia, plastikowe
WILLA ART DECO NA STARYM GRUNWALDZIE,1599999.0,5228.75,306.0,711.0,1 piętro,wtórny,6, 1962 , wolnostojący, do zamieszkania, drewniane
"Parter w bliżniaku, 4-pokoje, 168 m2, Poznań",519000.0,3089.29,168.0,320.0,parterowy,wtórny,4, 1968 , bliźniak, do zamieszkania, plastikowe
Dom na sprzedaż w centrum Szczepankowa,540000.0,3802.82,142.0,1056.0,1 piętro,wtórny,5, 1975 , wolnostojący, do zamieszkania, plastikowe
"Dom, 530 m², Poznań",1630000.0,3075.47,530.0,431.0,2 piętra,wtórny,10, 2009 , wolnostojący, do zamieszkania, plastikowe
Dąbrowskiego mieszkanie plus sklep.,790000.0,4157.89,190.0,380.0,1 piętro,wtórny,3, 2009 , wolnostojący, do zamieszkania, plastikowe
Grunwald bliźniak - dwurodzinny.,1100000.0,5000.0,220.0,520.0,2 piętra,wtórny,6, 2009 , wolnostojący, do zamieszkania, plastikowe
"Dom, 160 m², Poznań",1350000.0,8437.5,160.0,1200.0,n/a,wtórny,5, 2009 , wolnostojący, do zamieszkania, plastikowe
"Dom, 196 m², Poznań",820000.0,4183.67,196.0,440.0,parterowy,wtórny,5, 2009 , wolnostojący, do zamieszkania, drewniane
"Dom, 250 m², Poznań",625000.0,2500.0,250.0,330.0,2 piętra,wtórny,5, 2009 , bliźniak, do zamieszkania, plastikowe
Dom na sprzedaż na Podolanch w Poznaniu,950000.0,3518.52,270.0,876.0,1 piętro,wtórny,7, 1991 , wolnostojący, do remontu, plastikowe
"Dom, 90 m², Poznań",175000.0,1944.44,90.0,650.0,2 piętra,wtórny,4, 2018 , wolnostojący, do remontu, plastikowe
"Dom, 260 m², Poznań",3500000.0,13461.54,260.0,2480.0,2 piętra,wtórny,7, 2009 , wolnostojący, do zamieszkania, plastikowe
Domy z Wizją!!!,760000.0,4367.82,174.0,500.0,1 piętro,pierwotny,5, 2015 , bliźniak, do wykończenia, plastikowe
3.13,290127.76,8999.0,32.24,500.0,3 piętra i więcej,pierwotny,1, 2017 , kamienica, do wykończenia, drewniane
2.4,433627.5,9690.0,44.75,500.0,3 piętra i więcej,pierwotny,2, 2017 , kamienica, do wykończenia, drewniane
"Dom 6 pokoi, Poznań Wilczy Młyn, blisko Centrum",696000.0,2900.0,240.0,210.0,n/a,wtórny,6, 2017 , szeregowiec, do zamieszkania, plastikowe
"Dom, 178,80 m², Poznań",899000.0,5027.96,178.8,0.0,1 piętro,wtórny,5, 2008 , szeregowiec, do zamieszkania, plastikowe
Poznań Antoninek – pod inwestycję!!!,855000.0,1669.92,512.0,600.0,3 piętra i więcej,wtórny,10, 2000 , wolnostojący, do wykończenia, plastikowe
"Dom 227 m2 , Stary Grunwald , Cicha Okolica !",1100000.0,4845.81,227.0,514.0,n/a,wtórny,8, 1974 , bliźniak, do wykończenia, plastikowe
"Dom, 350 m², Poznań",1999000.0,5711.43,350.0,0.0,n/a,wtórny,9, 1974 , bliźniak, do wykończenia, plastikowe
"Dom, 550 m², Poznań",6500000.0,11818.18,550.0,114.0,n/a,wtórny,9, 2005 , bliźniak, do wykończenia, drewniane
Nieruchomość na cele mieszkalno- usługowe.,1950000.0,1695.65,1150.0,0.0,n/a,wtórny,10, 1980 , bliźniak, do wykończenia, drewniane
"Dom, 150 m², Poznań",750000.0,5000.0,150.0,465.0,n/a,wtórny,4, 1979 , bliźniak, do remontu, drewniane
"Dom, 200 m², Poznań",710000.0,3550.0,200.0,301.0,2 piętra,wtórny,6, 1979 , szeregowiec, do zamieszkania, plastikowe
Dom z ogromnym potencjałem - Grunwald!,899000.0,5618.75,160.0,703.0,1 piętro,wtórny,4, 1939 , bliźniak, do zamieszkania, plastikowe
"Super funkcjonalny dom z OGRODEM, Wszędzie BLISKO",415000.0,5690.39,72.93,243.88,1 piętro,pierwotny,4, 2016 , szeregowiec, do wykończenia, plastikowe
Dom z ogrodem w cenie mieszkania 10 min od centrum,315000.0,3150.0,100.0,300.0,1 piętro,pierwotny,4, 2018 , bliźniak, do wykończenia, plastikowe
"Willa miejska Poznań, ul. Radłowa OKAZJA",710000.0,3736.84,190.0,500.0,1 piętro,pierwotny,5, 2018 , wolnostojący, do wykończenia, plastikowe
"Dom 215 m2, Poznań, Świerczewo, Leszczyńska",645000.0,3000.0,215.0,610.0,1 piętro,wtórny,4, 2018 , wolnostojący, do zamieszkania, plastikowe
Nowy dom w Poznaniu na Morasku przy ul. Deszczowej,1190000.0,2310.68,515.0,1340.0,1 piętro,wtórny,10, 2016 , wolnostojący, do wykończenia, drewniane
WILLA ART DECO NA STARYM GRUNWALDZIE,1599999.0,5228.75,306.0,711.0,1 piętro,wtórny,6, 1962 , wolnostojący, do zamieszkania, drewniane
Atrakcyjne domy - 4 pokoje - OGRÓD-wszystkie media,497500.0,4564.22,109.0,401.0,1 piętro,pierwotny,4, 2018 , bliźniak, do wykończenia, plastikowe
"Dom, 140 m², Poznań",800000.0,5714.29,140.0,0.0,parterowy,wtórny,4, 1996 , bliźniak, do wykończenia, plastikowe
"Dom, 342 m², Poznań",1550000.0,4532.16,342.0,1012.0,n/a,wtórny,5, 1996 , wolnostojący, do zamieszkania, plastikowe
Wspaniały dom w prestiżowej lokalizacji.,1750000.0,6481.48,270.0,680.0,2 piętra,wtórny,5, 1995 , wolnostojący, do zamieszkania, plastikowe
"Dom, 180 m², Poznań",1050000.0,5833.33,180.0,639.0,1 piętro,wtórny,7, 1965 , wolnostojący, do zamieszkania, plastikowe
"Dom, 268 m², Poznań",1200000.0,4477.61,268.0,462.0,2 piętra,wtórny,7, 1986 , bliźniak, do zamieszkania, plastikowe
Nowa Cena!!!!,999000.0,3996.0,250.0,447.0,n/a,wtórny,4, 1986 , bliźniak, do zamieszkania, plastikowe
Nowa Cena!!!!,999000.0,3996.0,250.0,447.0,n/a,wtórny,4, 1986 , bliźniak, do zamieszkania, plastikowe
"Dom, 600 m², Poznań",6000000.0,10000.0,600.0,864.0,n/a,wtórny,10, 1995 , bliźniak, do zamieszkania, plastikowe
Nowa Cena!!!!,999000.0,3996.0,250.0,447.0,n/a,wtórny,4, 1995 , bliźniak, do zamieszkania, plastikowe
Dom Dla Wymagającego Klienta,950000.0,4750.0,200.0,390.0,n/a,wtórny,6, 1999 , bliźniak, do zamieszkania, plastikowe
"Dom, 310 m², Poznań",2250000.0,7258.06,310.0,2015.0,1 piętro,wtórny,7, 2000 , wolnostojący, do zamieszkania, drewniane
"Dom, 1 100 m², Poznań",4500000.0,4090.91,1100.0,6325.0,n/a,wtórny,6, 2002 , wolnostojący, do zamieszkania, brak
Dom wolnostojacy na firmę lub zamieszkanie garaż S,1250000.0,3676.47,340.0,574.0,3 piętra i więcej,wtórny,6, 2012 , wolnostojący, do zamieszkania, brak
Okazja!!! Dom Obornicka,740000.0,3936.17,188.0,612.0,1 piętro,wtórny,7, 2012 , bliźniak, do zamieszkania, plastikowe
"Dom, 180 m², Poznań",840000.0,4666.67,180.0,639.0,1 piętro,wtórny,5, 1972 , wolnostojący, do remontu, drewniane
"Dom, 494 m², Poznań",1850000.0,3744.94,494.0,3423.0,1 piętro,wtórny,10, 2001 , wolnostojący, do zamieszkania, plastikowe
"Dom, 189 m², Poznań",950000.0,5026.46,189.0,1013.0,parterowy,wtórny,4, 2003 , wolnostojący, do zamieszkania, plastikowe
"Dom, 87,80 m², Poznań",530000.0,6036.45,87.8,170.0,1 piętro,wtórny,5, 1996 , szeregowiec, do zamieszkania, plastikowe
"Dom, 300 m², Poznań",1030000.0,3433.33,300.0,1343.0,1 piętro,wtórny,6, 2008 , wolnostojący, do zamieszkania, drewniane
"Dom, 438,79 m², Poznań",2170000.0,4945.42,438.79,0.0,2 piętra,wtórny,10, 1997 , wolnostojący, do zamieszkania, drewniane
Komfortowy dom na sprzedaż,990000.0,3535.71,280.0,1144.0,2 piętra,wtórny,8, 1998 , wolnostojący, do zamieszkania, plastikowe
"Dom, 300 m², Poznań",750000.0,2500.0,300.0,200.0,1 piętro,wtórny,1, 2000 , wolnostojący, do zamieszkania, plastikowe
"Dom, 221,69 m², Poznań",1530000.0,6901.53,221.69,1148.0,3 piętra i więcej,wtórny,7, 1950 , wolnostojący, do zamieszkania, drewniane
"Dom, 292 m², Poznań",949000.0,3250.0,292.0,450.0,n/a,wtórny,8, 1976 , wolnostojący, do zamieszkania, drewniane
"Willa miejska Poznań, ul. Radłowa OKAZJA",710000.0,3736.84,190.0,500.0,1 piętro,pierwotny,5, 2018 , wolnostojący, do wykończenia, plastikowe
Dom z ogrodem w cenie mieszkania 10 min od centrum,315000.0,3150.0,100.0,300.0,1 piętro,pierwotny,4, 2018 , bliźniak, do wykończenia, plastikowe
"Super funkcjonalny dom z OGRODEM, Wszędzie BLISKO",415000.0,5690.39,72.93,243.88,1 piętro,pierwotny,4, 2016 , szeregowiec, do wykończenia, plastikowe
Działka ROD z domem całorocznym,149000.0,2980.0,50.0,400.0,1 piętro,wtórny,3, 2009 , wolnostojący, do zamieszkania, plastikowe
"Dom, 73 m², Poznań",400000.0,5479.45,73.0,100.0,n/a,wtórny,4, 2014 , szeregowiec, do zamieszkania, plastikowe
Cały bliźniak/dwu rodzinny lub na firmę/hostel itp,1145000.0,2489.13,460.0,1039.0,1 piętro,wtórny,9, 1996 , bliźniak, do zamieszkania, plastikowe
"Szeregowiec ,dużo zieleni ,szybki dojad do centrum",600000.0,2500.0,240.0,250.0,2 piętra,wtórny,7, 1996 , szeregowiec, do zamieszkania, plastikowe
"Dom, 429,89 m², Poznań",3500000.0,8141.62,429.89,0.0,2 piętra,wtórny,10, 1930 , szeregowiec, do zamieszkania, plastikowe
Poznań Radojewo malownicza nieruchomość,1450000.0,2071.43,700.0,2946.0,1 piętro,wtórny,8, 1990 , wolnostojący, do zamieszkania, plastikowe
Nowoczesne pełne światła domy,495000.0,4230.77,117.0,500.0,n/a,pierwotny,4, 2015 , bliźniak, do zamieszkania, plastikowe
Dom w dobrej lokalizacji pod mieszkanie lub firmę,620000.0,5636.36,110.0,860.0,3 piętra i więcej,wtórny,4, 1970 , wolnostojący, do zamieszkania, plastikowe
"Dom, 290 m², Poznań",1990000.0,6862.07,290.0,0.0,1 piętro,wtórny,6, 1999 , wolnostojący, do zamieszkania, plastikowe
"Dom na sprzedaż, Poznań, Grunwald, ul. Grunwaldzka",630000.0,5727.27,110.0,450.0,1 piętro,wtórny,4, 1930 , wolnostojący, do zamieszkania, plastikowe
"Dom, 457,30 m², Poznań",1650000.0,3608.13,457.3,676.0,2 piętra,wtórny,6, 1997 , wolnostojący, do zamieszkania, plastikowe
"Dom na sprzedaż Ławica ""0%""",950000.0,4750.0,200.0,390.0,1 piętro,wtórny,6, 2000 , szeregowiec, do zamieszkania, plastikowe
"Nieruchomość Poznań, okolice os. Warszawskiego",990000.0,4500.0,220.0,8497.0,1 piętro,wtórny,6, 1915 , wolnostojący, do zamieszkania, plastikowe
"Dom Parterowy 300m2, Poznań Piątkowo, Morasko",970000.0,2957.32,328.0,1400.0,parterowy,wtórny,6, 1915 , wolnostojący, do zamieszkania, plastikowe
Połowa bliźniaka/ 264 m2/ Smochowice,595000.0,2253.79,264.0,446.0,1 piętro,wtórny,6, 1997 , bliźniak, do zamieszkania, plastikowe
"Dom, 700 m², Poznań",1950000.0,2785.71,700.0,3000.0,1 piętro,wtórny,10, 1999 , wolnostojący, do zamieszkania, plastikowe
"Kobyle Pole, Os. Parkowe! Dom z ogrodem!",1600000.0,9195.4,174.0,343.0,1 piętro,wtórny,6, 1999 , szeregowiec, do zamieszkania, plastikowe
"Dom, 220 m², Poznań",1990000.0,9045.45,220.0,4246.0,n/a,wtórny,6, 1999 , wolnostojący, do zamieszkania, plastikowe
"Dom, 220 m², Poznań",695000.0,3159.09,220.0,415.0,2 piętra,wtórny,7, 2001 , bliźniak, do zamieszkania, plastikowe
Kamienica Poznań blisko centrum,2650000.0,2671.37,992.0,592.0,3 piętra i więcej,wtórny,10, 1905 , kamienica, do zamieszkania, plastikowe
"Dom, 280 m², Poznań",710000.0,2535.71,280.0,449.0,1 piętro,wtórny,5, 1905 , wolnostojący, do zamieszkania, plastikowe
Dom w zabudowie szeregowej na kameralnym osiedlu,949000.0,5331.46,178.0,157.0,3 piętra i więcej,wtórny,5, 2001 , wolnostojący, do zamieszkania, plastikowe
"Dom, 90 m², Poznań",789000.0,8766.67,90.0,1656.0,1 piętro,wtórny,3, 2000 , wolnostojący, do zamieszkania, plastikowe
"Dom, 290 m², Poznań",1199000.0,4134.48,290.0,350.0,2 piętra,wtórny,6, 1995 , szeregowiec, do zamieszkania, plastikowe
"Dom, 234 m², Poznań",650000.0,2777.78,234.0,175.0,3 piętra i więcej,wtórny,6, 1998 , szeregowiec, do zamieszkania, drewniane
"Dom, 288 m², Poznań",889000.0,3086.81,288.0,180.0,3 piętra i więcej,wtórny,6, 1995 , szeregowiec, do zamieszkania, plastikowe
"Dom, 200 m², Poznań",820000.0,4100.0,200.0,456.0,1 piętro,wtórny,5, 1980 , szeregowiec, do zamieszkania, plastikowe
"Dom, 550 m², Poznań",6500000.0,11818.18,550.0,0.0,3 piętra i więcej,wtórny,5, 1980 , kamienica, do wykończenia, drewniane
"Super funkcjonalny dom z OGRODEM, Wszędzie BLISKO",415000.0,5690.39,72.93,243.88,1 piętro,pierwotny,4, 2016 , szeregowiec, do wykończenia, plastikowe
"Willa miejska Poznań, ul. Radłowa OKAZJA",710000.0,3736.84,190.0,500.0,1 piętro,pierwotny,5, 2018 , wolnostojący, do wykończenia, plastikowe
Dom z ogrodem w cenie mieszkania 10 min od centrum,315000.0,3150.0,100.0,300.0,1 piętro,pierwotny,4, 2018 , bliźniak, do wykończenia, plastikowe
Komfortowy Wolnostojący Dom Poznań Przeźmierowo,1099000.0,3996.36,275.0,1275.0,1 piętro,wtórny,7, 1998 , wolnostojący, do zamieszkania, plastikowe
Nowoczesny Dom z garażem w Poznaniu,609000.0,4477.94,136.0,350.0,1 piętro,pierwotny,4, 2018 , bliźniak, do wykończenia, plastikowe
Atrakcyjne domy - 4 pokoje - OGRÓD-wszystkie media,497500.0,4564.22,109.0,401.0,1 piętro,pierwotny,4, 2018 , bliźniak, do wykończenia, plastikowe
"Dom na Stróżyńskiego, rewelacyjna lokalizacja",739000.0,4198.86,176.0,159.0,n/a,wtórny,7, 2000 , szeregowiec, do zamieszkania, plastikowe
"Dom, 320 m², Poznań",770000.0,2406.25,320.0,240.0,n/a,wtórny,6, 2000 , szeregowiec, do zamieszkania, plastikowe
"Dom, 150 m², Poznań",750000.0,5000.0,150.0,465.0,3 piętra i więcej,wtórny,5, 1980 , bliźniak, do zamieszkania, drewniane
"Dom, 530 m², Poznań",6300000.0,11886.79,530.0,150.0,3 piętra i więcej,wtórny,10, 2001 , szeregowiec, do zamieszkania, drewniane
"Dom, 520 m², Poznań",3000000.0,5769.23,520.0,732.0,2 piętra,wtórny,10, 2001 , kamienica, do zamieszkania, plastikowe
"Dom, 120 m², Poznań",360000.0,3000.0,120.0,1262.0,2 piętra,wtórny,10, 2001 , wolnostojący, do zamieszkania, plastikowe
Nowoczesny Dom 168 M2 Ogrody,880000.0,5238.1,168.0,422.0,n/a,wtórny,4, 2010 , wolnostojący, do zamieszkania, plastikowe
"Dom, 269 m², Poznań",999000.0,3713.75,269.0,0.0,n/a,wtórny,7, 2010 , szeregowiec, do zamieszkania, plastikowe
"Dom, 192 m², Poznań",1090000.0,5677.08,192.0,576.0,n/a,wtórny,4, 2002 , wolnostojący, do zamieszkania, plastikowe
"Dom, 154 m², Poznań",450000.0,2922.08,154.0,302.0,1 piętro,wtórny,1, 2011 , wolnostojący, do wykończenia, plastikowe
"Dom, 526,70 m², Poznań",2100000.0,3987.09,526.7,0.0,1 piętro,wtórny,10, 2000 , szeregowiec, do wykończenia, plastikowe
"Dom, 267 m², Poznań",1200000.0,4494.38,267.0,1000.0,n/a,wtórny,10, 1910 , kamienica, do remontu, plastikowe
DOM SOŁACZ,895000.0,3729.17,240.0,427.0,2 piętra,wtórny,6, 1989 , bliźniak, do zamieszkania, plastikowe
Budynek mieszkalny; Poznań - Górczyn /nowa cena/,660000.0,3000.0,220.0,846.0,1 piętro,wtórny,6, 1930 , bliźniak, do zamieszkania, drewniane
Dom + Firma Grunwaldzka,3499000.0,15620.54,224.0,1660.0,n/a,wtórny,5, 2002 , wolnostojący, do zamieszkania, drewniane
Pod pensjonat/dom spokojnej starości,3000000.0,7058.82,425.0,1976.0,parterowy,wtórny,7, 1994 , dworek/pałac, do zamieszkania, plastikowe
"Dom, 650 m², Poznań",2900000.0,4461.54,650.0,2600.0,n/a,wtórny,8, 2010 , wolnostojący, do zamieszkania, drewniane
"Dom, 263 m², Poznań",670000.0,2547.53,263.0,200.0,3 piętra i więcej,wtórny,6, 2005 , szeregowiec, do zamieszkania, plastikowe
